designation,ra,ra_error,dec,dec_error,l,b
"Gaia DR2 3206746140813825792",79.86983154517947,0.09738498595059486,-8.47353922841217,0.08325860984241562,210.10223331327364,-24.267296279393204
"Gaia DR2 3206772808267485952",79.85356544949151,0.032337708793311194,-8.145187339756399,0.030152284378930062,209.77112867274946,-24.13741499823076
"Gaia DR2 3206755456599621760",79.94472080619221,0.08029760560688129,-8.31734510120108,0.076492326841965,209.9840321367888,-24.132160719329068
"Gaia DR2 3206766245557474816",79.86285003125113,0.07121223436381663,-8.284929816036298,0.06452921746191867,209.91308847335725,-24.19067612544813
"Gaia DR2 3206773220584362368",79.74070102396978,0.05859358856058763,-8.166720067904485,0.05442108184234758,209.73835423894786,-24.247196078205274
"Gaia DR2 3206767138910672640",79.83436358618327,0.0400012964987104,-8.26078450473707,0.03669676356174817,209.8757220509051,-24.205373371098062
"Gaia DR2 3206765970679568000",79.88753845613708,0.10480273622264123,-8.30788694197679,0.0905504641706559,209.94746594142634,-24.178827092868776
"Gaia DR2 3206769402356576384",79.88510720463327,0.3842955599486543,-8.196562042310104,0.36241150585780857,209.83673843146897,-24.13201316563201
"Gaia DR2 3206766898392668160",79.8093081261331,0.04962547221264388,-8.30227215199481,0.04476633829240621,209.90462288483758,-24.245886976140238
"Gaia DR2 3206766726593200896",79.73539347990794,5.3515607967340895,-8.296167440117788,6.063322829419219,209.86332658216273,-24.308892703834204
"Gaia DR2 3206769814673638016",79.75030231297664,0.16242521978997013,-8.270811537502661,0.14799319557072727,209.84546194308894,-24.284490496727862
"Gaia DR2 3206843177008907776",79.49572744115122,0.6789591126714307,-7.849202744412944,0.6519415265450937,209.30827991050535,-24.324585226287642
"Gaia DR2 3206769264917623296",79.91957686897246,0.6752488234945172,-8.193479279706569,0.6777810589694386,209.85016336125528,-24.100022875312312
"Gaia DR2 3206754288368518528",79.98865790058991,0.4998440387431512,-8.362895117581182,0.45927197031768485,210.04979175889287,-24.113118279611516
"Gaia DR2 3206773220584363008",79.74329491640852,0.29709224592903755,-8.17070905839805,0.25701255691756625,209.7435223354464,-24.24664856831522
"Gaia DR2 3206768616379420672",79.84174800489045,0.025945433265945502,-8.255011157225866,0.023863412700221288,209.87356254417344,-24.196270817149312
"Gaia DR2 3206822213274461056",79.682977891827,0.01706182219558293,-8.049057594465692,0.0157904285519807,209.59489446526675,-24.24659818010533
"Gaia DR2 3206769333637100416",79.90785731536158,0.3617816910992265,-8.188383987182215,0.35766460220051677,209.83955627776214,-24.108194598135757
"Gaia DR2 3206754563246425088",79.97183150031064,0.028931801068025523,-8.346242695543543,0.02782416003162135,210.02538964679465,-24.120760635644565
"Gaia DR2 3206768891257328256",79.8167942184614,0.19776502698678475,-8.23583287785039,0.18205004448823014,209.84276710082108,-24.210008705508372
"Gaia DR2 3206838401005276672",79.59982073998633,0.5957018631584189,-7.948993883913712,0.6463781404750473,209.45652595584136,-24.276274449295677
"Gaia DR2 3206767787449074560",79.86030032878132,0.2708159393029832,-8.270989288071753,0.24495693964040874,209.898146938317,-24.186811357656904
"Gaia DR2 3206755039985920768",80.046961315517,0.2337213361645036,-8.293679959067953,0.2190577038131127,210.00945112887524,-24.030886368489476
"Gaia DR2 3206767100254306304",79.81406780386374,0.13933561911445025,-8.272089203972477,0.12683859786059012,209.87716629236618,-24.228383479085263
"Gaia DR2 3206769956409386624",79.70769624255591,0.0360700461371054,-8.267841124773245,0.032758025302580075,209.8221819563963,-24.32104715017262
"Gaia DR2 3206820186049899136",79.63258254837909,1.101029200232788,-8.09623654222685,0.8290855682792431,209.61718683587904,-24.312191870344627
"Gaia DR2 3206767104550935552",79.82457309755488,0.12769648625213875,-8.272843591612231,0.11410927335751231,209.88292339987052,-24.219378971959614
"Gaia DR2 3206770712323463552",79.76305679308935,0.31866115610762474,-8.208195653358521,0.2843223586546459,209.7898816439686,-24.245597891383632
"Gaia DR2 3206746145110547584",79.8747012286607,0.06614736358125052,-8.468520595075082,0.05526662781537839,210.0996029812024,-24.260766682476373
"Gaia DR2 3206770643603986560",79.77826509551244,0.4640531243120101,-8.2193735143642,0.43029461307216027,209.80815624901817,-24.237004121804024
"Gaia DR2 3206766005039307904",79.85770753367235,0.097864615174981,-8.30278970399346,0.09034251930393447,209.92822151030919,-24.20309926608795
"Gaia DR2 3206754597606165760",79.95456487778107,0.2913055441892096,-8.350421706958604,0.2793178767619113,210.02128075658794,-24.13794359220912
"Gaia DR2 3206749031328696704",79.91801816408717,0.4041772084701588,-8.47527903062947,0.35365308814453417,210.1268698940762,-24.225225525341177
"Gaia DR2 3206770055191808128",79.72096669400682,0.1460975249754704,-8.26847216421702,0.1275960440850821,209.82914408258142,-24.309531594739678
"Gaia DR2 3206769337933909632",79.91827923927852,0.05604830523634577,-8.190329778339361,0.05488775164560084,209.846446036015,-24.099789418119286
"Gaia DR2 3206767413788580096",79.80137661844117,0.0548527643061978,-8.240467756534402,0.05210988127147617,209.83996774009154,-24.225749935956546
"Gaia DR2 3206820804525200384",79.77078812123362,0.3290165294362829,-8.106515025180066,0.3040831654225113,209.6934915488626,-24.19392481197747
"Gaia DR2 3206754254008782464",79.98177342064945,0.025620577499991647,-8.37652486001048,0.025525422433296936,210.05993161172466,-24.125222566759504
"Gaia DR2 3206767237693262720",79.76747734747764,0.12081186709203866,-8.267706381489264,0.11088237751830267,209.85060532662905,-24.267861030443882
"Gaia DR2 3206754597606166016",79.95305655047649,0.0267105145048703,-8.350217596983143,0.025987438563841208,210.02036149754366,-24.13919459734708
"Gaia DR2 3206752879619257088",79.91301055442447,0.10790241468702863,-8.401179064640429,0.09462060121718219,210.05147741313334,-24.197167156403736
"Gaia DR2 3206769849033378944",79.72961718753506,0.12006811530761854,-8.266483579600305,0.11245532579107324,209.83131724402125,-24.300969137167765
"Gaia DR2 3206820082970694272",79.6284326323117,0.17888644129723322,-8.107349248821757,0.16882432613423917,209.62614229931324,-24.320780841906537
"Gaia DR2 3206747622578291968",79.80552157191624,2.1001396798920102,-8.40342791176291,1.5723125854564115,210.00249673328543,-24.29369537720381
"Gaia DR2 3206767924888035840",79.87695852791242,1.9347442314175924,-8.257702141702833,1.82758888865645,209.8930153628766,-24.166162042490026
"Gaia DR2 3206749374926078208",79.9666293911559,0.0764740864019074,-8.44500019304245,0.06718589864594961,210.1201557588648,-24.168734769482096
"Gaia DR2 3206769883393118336",79.73888987002005,0.35641113332144697,-8.26376765107218,0.31524784470292877,209.83307094344212,-24.291533711351313
"Gaia DR2 3206767104550937344",79.81564834973649,0.04447685177694998,-8.277417041532363,0.04061111395311984,209.8831676861828,-24.229322209588485
"Gaia DR2 3206753669893239936",79.85773366201524,0.0692625596716916,-8.35691237694476,0.06216720748112319,209.9815406800815,-24.226860670612822
"Gaia DR2 3206765936319832320",79.87064894373509,0.031828977916065336,-8.320829268767001,0.02814544179378981,209.9521573948715,-24.199526857484365
"Gaia DR2 3206748172335235584",79.98197157400054,0.04669460186780024,-8.472365302474786,0.04106654862699251,210.1544061625754,-24.16709768606347
"Gaia DR2 3206747897457328768",80.00496843021882,0.08260983899601737,-8.495209482754744,0.06895145434470196,210.18783821382988,-24.156668933932227
"Gaia DR2 3206771433877972096",79.73281324177151,0.01712103317918095,-8.209180457763402,0.016398661380937724,209.77639461781686,-24.272907279561185
"Gaia DR2 3206771777475355904",79.70426935493566,0.0895957204246803,-8.185282467414932,0.08246606737632166,209.7392070085187,-24.287747045345892
"Gaia DR2 3206825275585219456",79.6756601736423,0.7273489416802428,-8.015470226127205,0.6919162819543491,209.55833469538615,-24.238271133529334
"Gaia DR2 3206752570381612032",79.90000910850992,0.09764636236258703,-8.39356348805302,0.08402029438706936,210.03778514656582,-24.205380422547563
"Gaia DR2 3206766279917215872",79.83973347775053,0.05775819223402794,-8.292975909033006,0.051857502984629274,209.90998333721657,-24.214759045679873
"Gaia DR2 3206767310709367168",79.80415216787529,0.07125662800723952,-8.261803022583116,0.06457471933552157,209.86230283162521,-24.232670832748216
"Gaia DR2 3206755216079641344",80.02965486466611,0.7679898175650695,-8.302780970495196,0.7893881830416718,210.0101607202079,-24.050268908734132
"Gaia DR2 3206748893889742208",79.96706672052102,0.12704412733196313,-8.471955350871086,0.1110037872801112,210.14691701481743,-24.1801674523158
"Gaia DR2 3206753601173764224",79.85863782010205,0.05210526471892102,-8.369432635054265,0.04492601446761946,209.99430585943486,-24.231556519136213
"Gaia DR2 3206747618282597248",79.79623627485242,0.40894020484950916,-8.395314306400012,0.3321333395549883,209.99007362665185,-24.298385965464238
"Gaia DR2 3206771330798758016",79.72584732908443,0.6213881279879955,-8.211001293185998,0.529132437518363,209.77485772399748,-24.279899208451425
"Gaia DR2 3206748893889742336",79.96166244086366,0.5868565189400525,-8.467745626557457,0.5071457582614334,210.14020032913515,-24.183125583489844
"Gaia DR2 3206752570381613056",79.89210981321907,0.6967674146356783,-8.396939822160762,0.578064494505959,210.03734968187723,-24.213883989090306
"Gaia DR2 3206753326295857408",79.88329233613433,0.045559064386357706,-8.39188072169591,0.039970709320584795,210.02816646883602,-24.219500321846702
"Gaia DR2 3206838469724756480",79.5905272347245,0.5434829292518467,-7.946851889678028,0.5535721427947304,209.44995415177505,-24.283583336416743
"Gaia DR2 3206766176838003456",79.82757610654127,0.05755233678758504,-8.308570249120281,0.050378012656864826,209.9195421184554,-24.232420188761616
"Gaia DR2 3206765867600358272",79.84629442807169,0.06198572908971325,-8.327030816921399,0.05445356018873179,209.9466527788339,-24.223898273566558
"Gaia DR2 3206766176838003200",79.8279624003849,0.5491232805850756,-8.306978720165423,0.4869854410355836,209.918158792642,-24.231377196678974
"Gaia DR2 3206771330798759680",79.72048327063698,0.04993188268963112,-8.217035406519097,0.04617348343819862,209.77823685399258,-24.287322753095438
"Gaia DR2 3206821354281016064",79.68115696021425,0.08474268792453173,-8.105384097420783,0.07927471825771666,209.64946590708377,-24.273067630769113
"Gaia DR2 3206842867771269120",79.49529234528043,0.9198288730658487,-7.865951220344948,0.8965798793106204,209.3245512662687,-24.332387406167314
"Gaia DR2 3206770952839918208",79.6821778056635,0.31867500508192753,-8.22960376564822,0.2851267871341701,209.7723046998736,-24.326895800543433
"Gaia DR2 3206747618282596352",79.80288721655499,0.4351043740399233,-8.397739057099805,0.3567686750685725,209.99563356640562,-24.29353915339773
"Gaia DR2 3206770300006607872",79.75540080168756,0.06471326184109927,-8.2455562051791,0.05914541324742083,209.82301803813377,-24.268847257506856
"Gaia DR2 3206820323489134848",79.71640654649427,0.05688818267127438,-8.14012638734382,0.05231334499211632,209.70054758914355,-24.257064539165587
"Gaia DR2 3206767443851470720",79.89252755999564,0.2540965768601938,-8.299369557954025,0.22473515349056147,209.9414590834691,-24.17064865976357
"Gaia DR2 3206767375132219648",79.79567569276826,0.07970560451126844,-8.26071805308692,0.07422332913061423,209.85718717505026,-24.239726632230294
"Gaia DR2 3206766589154867072",79.7897015382724,0.39306359095818666,-8.302812736402913,0.35967688116131763,209.89579931416745,-24.263549866386974
"Gaia DR2 3206748756450814464",79.9357680574513,0.759203178278251,-8.481815580070833,0.639219495583189,210.14175205751988,-24.212313188307782
"Gaia DR2 3206755933339119744",79.99631204749407,0.6705774896124761,-8.28685434789296,0.6164896145938068,209.97861103647136,-24.072903977447
"Gaia DR2 3206770471805301376",79.742579589255,0.03628032796746869,-8.245735483736386,0.033560565278518015,209.81706901451318,-24.280320054927994
"Gaia DR2 3206772567747515776",79.87865176413277,0.7113521459989358,-8.165253923304016,0.6947401569583748,209.8028555235057,-24.123962517463514
"Gaia DR2 3206752707820562176",79.92979878750866,0.03578500843802694,-8.392935218699645,0.03294835295283625,210.05134989367187,-24.178625803181117
"Gaia DR2 3206766898392510976",79.8030482652189,0.09638713042783237,-8.300151896570584,0.09362474045773359,209.899547269729,-24.250518154939417
"Gaia DR2 3206753738612713088",79.90380804871141,0.061430480030611724,-8.369107047476477,0.05561932500833185,210.01550509798307,-24.191265005801224
"Gaia DR2 3206765966382717440",79.88069354200294,0.0734281184088139,-8.31242052935971,0.06137992287695858,209.9486662320834,-24.186903515842896
"Gaia DR2 3206752639101085184",79.94243752958266,0.026614094383985373,-8.403178577437467,0.02476775040667062,210.06745448980067,-24.171888081331875
"Gaia DR2 3206770265646872192",79.74976801437019,0.11946674335374481,-8.262918702775801,0.11321157760854218,209.83743080952163,-24.28149291611699
"Gaia DR2 3206749787242799104",79.96809347145216,0.08268094728742648,-8.408293927945126,0.07550044505448607,210.0847011889734,-24.151328092654563
"Gaia DR2 3206754082210096128",79.8780538741063,0.05831333945777126,-8.339429295117984,0.05180804213199137,209.97400497704908,-24.201119050455347
"Gaia DR2 3206770540524778880",79.72264498971384,0.015582834820918996,-8.236499583742926,0.014585854526733803,209.7984443200709,-24.293970316938353
"Gaia DR2 3206820667086244992",79.72683506113546,0.354678412996785,-8.110391560268837,0.32567146581647477,209.6762682011694,-24.234689067247604
"Gaia DR2 3206771571316929792",79.69243807913368,0.07625555690897262,-8.208997111731858,0.06742905674929595,209.75690811942067,-24.30870513877951
